n,DNN_time,DNN_test,DNN_interval,ResNet_time,ResNet_test,ResNet_interval,MLKM_time,MLKM_test,MLKM_interval,ResKernelNet_time,ResKernelNet_test,ResKernelNet_interval,DKL_time,DKL_test,DKL_interval,DGP_time,DGP_test,DGP_interval
200,0.34189605712890625,0.5101284384727478,2.8106627464294434,0.21327710151672363,0.7852016687393188,3.308820962905884,0.10224485397338867,0.6821293830871582,3.0483598709106445,0.19069504737854004,0.613772451877594,2.985093355178833,0.3087921142578125,0.5680230259895325,2.8661341667175293,7.952207803726196,0.4851711392402649,2.647306203842163
500,0.40811681747436523,0.5254256725311279,2.7746005058288574,0.35970115661621094,0.5531095266342163,2.9193034172058105,0.1814882755279541,0.6168965101242065,2.954197645187378,0.2492983341217041,0.5149945020675659,2.781085252761841,0.5877492427825928,0.488310843706131,2.738842487335205,20.284647941589355,0.4560714662075043,2.60709547996521
1000,0.4795520305633545,0.5501302480697632,2.794278383255005,0.7249782085418701,0.4815603494644165,2.674828290939331,0.4985220432281494,0.5220347046852112,2.7220983505249023,0.4435708522796631,0.5689072012901306,2.858100414276123,1.4760441780090332,0.46094709634780884,2.5723154544830322,39.78349184989929,0.4548570215702057,2.531691789627075
2000,1.3713979721069336,0.4753933846950531,2.6753695011138916,1.4865059852600098,0.49953514337539673,2.629072904586792,0.6358170509338379,0.5542494058609009,2.8665428161621094,0.9408009052276611,0.5181001424789429,2.7902040481567383,6.079502105712891,0.449240118265152,2.5111703872680664,79.54907631874084,0.44260284304618835,2.6105899810791016
5000,3.214406967163086,0.4947364926338196,2.724170207977295,2.5316827297210693,0.47557923197746277,2.6044206619262695,2.1572117805480957,0.46707525849342346,2.588104009628296,4.961262226104736,0.47704774141311646,2.651111364364624,44.38714814186096,0.44521579146385193,2.637539863586426,198.83061480522156,0.4468671381473541,2.6025404930114746
