nu,n,D,test_mse,interval
3.5,4000,64,0.04536154121160507,0.8555178642272949
3.5,4000,96,0.435777872800827,2.6636104583740234
3.5,4000,128,0.1184895932674408,1.3522039651870728
3.5,4000,160,0.10197579860687256,1.296703815460205
3.5,4000,192,0.4171692132949829,2.820420265197754
3.5,4000,224,0.09686843305826187,1.2412633895874023
3.5,4000,256,0.061625927686691284,1.1964836120605469
3.5,4000,288,0.054843608289957047,1.3737633228302002
3.5,4000,320,0.09044770896434784,1.4595332145690918
3.5,4000,352,0.7476212382316589,3.1643526554107666
3.5,4000,384,0.15934602916240692,1.691298007965088
3.5,4000,416,0.0715605840086937,1.0671309232711792
3.5,4000,448,0.07737057656049728,1.2339918613433838
3.5,4000,480,0.09304742515087128,1.2453323602676392
3.5,4000,512,0.22761215269565582,2.36257004737854
3.5,6000,32,0.02687353827059269,0.7549915313720703
3.5,6000,64,0.12516263127326965,1.5146489143371582
3.5,6000,96,0.5602214336395264,3.678525924682617
3.5,6000,128,0.06325745582580566,1.114403247833252
3.5,6000,160,0.07102424651384354,1.0753495693206787
3.5,6000,192,0.045191820710897446,0.8682489395141602
3.5,6000,224,0.06512458622455597,1.150589942932129
3.5,6000,256,0.032031454145908356,0.6942477226257324
3.5,6000,288,0.19511102139949799,1.8759586811065674
3.5,6000,320,0.18866446614265442,1.915863037109375
3.5,6000,352,0.3091829717159271,2.4717657566070557
3.5,6000,384,0.23131594061851501,2.227508544921875
3.5,6000,416,0.19576266407966614,1.8821394443511963
3.5,6000,448,0.0644245445728302,1.26468825340271
3.5,6000,480,0.06045638769865036,1.0846691131591797
3.5,6000,512,0.03135674074292183,0.7132606506347656
3.5,8000,32,0.027544505894184113,0.8479373455047607
3.5,8000,64,0.03096061199903488,0.7275924682617188
3.5,8000,96,0.5164479613304138,3.035367965698242
3.5,8000,128,0.01560062263160944,0.48444223403930664
3.5,8000,160,0.04040125384926796,0.8100011348724365
3.5,8000,192,0.21065448224544525,2.0614047050476074
3.5,8000,224,0.03052261658012867,0.7515392303466797
3.5,8000,256,0.027713919058442116,0.74106764793396
3.5,8000,288,0.033693619072437286,0.8105454444885254
3.5,8000,320,0.3189046084880829,1.9065353870391846
3.5,8000,352,0.07909005880355835,1.2876229286193848
3.5,8000,384,0.05691048130393028,0.9918684959411621
3.5,8000,416,0.06311266869306564,1.1223034858703613
3.5,8000,448,0.17444796860218048,1.6763648986816406
3.5,8000,480,0.4395267963409424,2.9974331855773926
3.5,8000,512,0.09433327615261078,1.323617696762085
5.0,200,32,0.17252059280872345,2.1088929176330566
5.0,200,64,0.4461156129837036,3.151582717895508
5.0,200,96,0.5033823847770691,3.0115511417388916
5.0,200,128,0.15216083824634552,1.5883365869522095
5.0,200,160,0.7799273729324341,3.6565074920654297
5.0,200,192,0.084073007106781,1.345107078552246
5.0,200,224,0.2340703308582306,2.3691461086273193
5.0,200,256,0.3183343708515167,2.4349453449249268
5.0,200,288,0.43255558609962463,2.611302375793457
5.0,200,320,0.3443201780319214,2.60300612449646
5.0,200,352,0.6028711199760437,3.450770854949951
5.0,200,384,0.23554478585720062,1.7720506191253662
5.0,200,416,0.18815210461616516,1.9348725080490112
5.0,200,448,0.16859130561351776,1.7495275735855103
5.0,200,480,0.17951016128063202,1.9758224487304688
5.0,200,512,0.25072577595710754,2.049833297729492
