fold,n_train,n_cal,n_test,RF_train,RF_test,RF_time,RF_cpu_peak,DNN_train,DNN_test,DNN_time,DNN_cpu_peak,ResNet_train,ResNet_test,ResNet_time,ResNet_cpu_peak,DKL_train,DKL_test,DKL_time,DKL_cpu_peak,DGP_train,DGP_test,DGP_time,DGP_cpu_peak,MLKM_train,MLKM_test,MLKM_time,MLKM_cpu_peak,RKN_train,RKN_test,RKN_time,RKN_cpu_peak,DNN_conf_cov,DNN_conf_intv,ResNet_conf_cov,ResNet_conf_intv,MLKM_conf_cov,MLKM_conf_intv,RKN_conf_cov,RKN_conf_intv
1,36073,7730,7731,0.9314707517623901,1.1405574083328247,1.5883057117462158,127.4958610534668,0.2007819563150406,1.0830031633377075,326.5904800891876,131.0,0.10562252998352051,1.1576968431472778,2511.478462934494,25.765625,0.6759135723114014,1.0551717281341553,35908.248113155365,16835.953125,1.000063180923462,1.1808558702468872,4395.04066991806,67.65625,0.744240939617157,0.9361180663108826,378.7664098739624,33.203125,0.2352132499217987,1.1804500818252563,536.2850880622864,93.484375,0.9373949036347173,4.3904032707214355,0.9363601086534731,4.400372505187988,0.9285991462941404,3.711469888687134,0.9315741818652179,4.099893569946289
