gamma,MLKM_train,MLKM_test,MLKM_interval,ResKernelNet_train,ResKernelNet_test,ResKernelNet_interval
0.1,0.10957072675228119,0.11493504047393799,1.3104243278503418,0.2409479320049286,0.25165891647338867,2.187605381011963
0.5,0.000660526507999748,0.0007225882727652788,0.10506129264831543,0.0006422129808925092,0.0006871373043395579,0.11681985855102539
1.0,0.00017744021897669882,0.00017371209105476737,0.051923513412475586,0.00021746029960922897,0.00023478888033423573,0.05663251876831055
2.0,0.0003828262852039188,0.00044332974357530475,0.07816055417060852,0.0006371819763444364,0.0007129177101887763,0.09382343292236328
5.0,0.19316384196281433,0.24148309230804443,1.9930355548858643,0.07265070825815201,0.0969165563583374,1.148127794265747
