n,D,test_mse,interval
200,32,0.04956800863146782,0.7618709802627563
200,64,0.02131812833249569,0.565579891204834
200,96,0.02048000507056713,0.5733718872070312
200,128,0.017427558079361916,0.49734869599342346
200,160,0.019301239401102066,0.5467177629470825
200,192,0.01852891966700554,0.5206743478775024
200,224,0.02007683552801609,0.5449726581573486
200,256,0.020235057920217514,0.5540440678596497
200,288,0.021273687481880188,0.5351049900054932
200,320,0.021158138290047646,0.5785295963287354
200,352,0.023021521046757698,0.5763646364212036
200,384,0.022460784763097763,0.6014142036437988
200,416,0.02000253275036812,0.5487532615661621
200,448,0.021884474903345108,0.5796947479248047
200,480,0.02232298254966736,0.5842824578285217
200,512,0.020950546488165855,0.5764151811599731
500,32,0.020431380718946457,0.5316027402877808
500,64,0.013692072592675686,0.45575249195098877
500,96,0.01394105888903141,0.44627586007118225
500,128,0.013626123778522015,0.4438067674636841
500,160,0.013620722107589245,0.45847201347351074
500,192,0.013950391672551632,0.4440276622772217
500,224,0.012777135707437992,0.43675994873046875
500,256,0.014073683880269527,0.4497528076171875
500,288,0.013585531152784824,0.4485929012298584
500,320,0.013786956667900085,0.44215935468673706
500,352,0.014279632829129696,0.46296656131744385
500,384,0.013795541599392891,0.46304869651794434
500,416,0.013783179223537445,0.4338986873626709
500,448,0.01341248583048582,0.4437035620212555
500,480,0.013663992285728455,0.45579957962036133
500,512,0.014012183994054794,0.44838517904281616
1000,32,0.01707068271934986,0.5209860801696777
1000,64,0.013766872696578503,0.47293806076049805
1000,96,0.012796161696314812,0.4593241214752197
1000,128,0.012428589165210724,0.4565852880477905
1000,160,0.012293104082345963,0.44021520018577576
1000,192,0.012528503313660622,0.4368109703063965
1000,224,0.01274694874882698,0.44695210456848145
1000,256,0.01237003318965435,0.4481806755065918
1000,288,0.012460609897971153,0.4517444372177124
1000,320,0.012076165527105331,0.44231855869293213
1000,352,0.011729700490832329,0.43668365478515625
1000,384,0.012005319818854332,0.42681026458740234
1000,416,0.01192780863493681,0.41647958755493164
1000,448,0.01222272589802742,0.42819368839263916
1000,480,0.012313256040215492,0.42542093992233276
1000,512,0.012486415915191174,0.4272141456604004
2000,32,0.01508086733520031,0.46578264236450195
2000,64,0.012277419678866863,0.43439674377441406
2000,96,0.013081863522529602,0.4328800439834595
2000,128,0.012332530692219734,0.44809237122535706
2000,160,0.012137777172029018,0.41412466764450073
2000,192,0.01235926616936922,0.42176055908203125
2000,224,0.011563664302229881,0.3981286287307739
2000,256,0.011843666434288025,0.4391325116157532
2000,288,0.012266433797776699,0.4146113395690918
2000,320,0.011883863247931004,0.43421125411987305
2000,352,0.012019986286759377,0.43698620796203613
2000,384,0.011630348861217499,0.42493772506713867
2000,416,0.012024895288050175,0.44140756130218506
2000,448,0.011693990789353848,0.43325018882751465
2000,480,0.011829148977994919,0.41647279262542725
2000,512,0.01189079973846674,0.43789002299308777
4000,32,0.012094949372112751,0.4166526794433594
4000,64,0.011685721576213837,0.4216840863227844
4000,96,0.012075593695044518,0.44332456588745117
4000,128,0.011249327100813389,0.39527881145477295
4000,160,0.011141473427414894,0.39818888902664185
4000,192,0.011204828508198261,0.3954852819442749
4000,224,0.011570606380701065,0.4254283010959625
4000,256,0.012607412412762642,0.4372955560684204
4000,288,0.01154244039207697,0.43582478165626526
4000,320,0.011167764663696289,0.3968127965927124
4000,352,0.011365164071321487,0.4045567512512207
4000,384,0.012409262359142303,0.43598878383636475
4000,416,0.011111699976027012,0.40787893533706665
4000,448,0.01133838202804327,0.3951374292373657
4000,480,0.011697343550622463,0.42590561509132385
4000,512,0.011434036307036877,0.42965638637542725
6000,32,0.012388649396598339,0.4383159875869751
6000,64,0.011145650409162045,0.4113895297050476
6000,96,0.011789089068770409,0.40396785736083984
6000,128,0.011382882483303547,0.4210958480834961
6000,160,0.011591466143727303,0.4122593402862549
6000,192,0.011226709932088852,0.4084862470626831
6000,224,0.011889011599123478,0.434367299079895
6000,256,0.011027279309928417,0.4069412052631378
6000,288,0.011157100088894367,0.40102529525756836
6000,320,0.010936131700873375,0.3905799388885498
6000,352,0.011285629123449326,0.41687917709350586
6000,384,0.01123118121176958,0.40341025590896606
6000,416,0.011165591888129711,0.40518784523010254
6000,448,0.010850975289940834,0.39560991525650024
6000,480,0.011264655739068985,0.413840651512146
6000,512,0.011492454446852207,0.4170970916748047
8000,32,0.012237628921866417,0.4214511811733246
8000,64,0.0116700679063797,0.41236433386802673
8000,96,0.01249424647539854,0.4522857666015625
8000,128,0.01108638197183609,0.41596198081970215
8000,160,0.011214272119104862,0.4056493639945984
8000,192,0.011086336337029934,0.4005371034145355
8000,224,0.011418231762945652,0.4033172130584717
8000,256,0.010948221199214458,0.4213215410709381
8000,288,0.011078895069658756,0.4168621301651001
8000,320,0.011242668144404888,0.3971957564353943
8000,352,0.011039765551686287,0.3940219283103943
8000,384,0.011369073763489723,0.3936048746109009
8000,416,0.011548975482583046,0.3981700539588928
8000,448,0.011366021819412708,0.4269371032714844
8000,480,0.011135969310998917,0.42223215103149414
8000,512,0.011067756451666355,0.3910074234008789
