Method,Train MSE,Test MSE,Time (s),CPU Peak (MB)
DNN,1.0314425230026245,1.1095085144042969,28.96285891532898,0.8125
ResNet,1.0464802980422974,1.0573971271514893,20.61526083946228,0.734375
MLKM,0.974675178527832,1.0622549057006836,33.47210884094238,0.296875
ResKernelNet,0.9744724631309509,1.0697804689407349,42.60412812232971,0.578125
DKL,0.9770416021347046,1.0257230997085571,299.2689299583435,408.984375
DGP,0.9851642847061157,1.0124984979629517,14549.087924003601,1.5
