nu,n,D,test_mse,interval
15,8000,512,0.03922375664114952,0.8392371535301208
20,200,32,0.26652073860168457,2.2430906295776367
20,200,64,0.34146004915237427,2.673516273498535
20,200,96,0.18974024057388306,1.7653203010559082
20,200,128,0.2760314643383026,2.2878189086914062
20,200,160,0.266742467880249,2.297412395477295
20,200,192,0.25898438692092896,2.109863042831421
20,200,224,0.1834006905555725,1.7410087585449219
20,200,256,0.24716125428676605,2.247432231903076
20,200,288,0.18615905940532684,1.7428916692733765
20,200,320,0.23310813307762146,2.108491897583008
20,200,352,0.268955796957016,2.241422176361084
20,200,384,0.18371202051639557,1.746294379234314
20,200,416,0.23463796079158783,2.160799980163574
20,200,448,0.2941391170024872,2.3345723152160645
20,200,480,0.25819116830825806,2.286648750305176
20,200,512,0.25736695528030396,2.231764078140259
20,500,32,0.15661577880382538,1.683410882949829
20,500,64,0.15718740224838257,1.6309776306152344
20,500,96,0.1508135348558426,1.6937942504882812
20,500,128,0.13074523210525513,1.436853289604187
20,500,160,0.13130465149879456,1.5422024726867676
20,500,192,0.13779599964618683,1.615936517715454
20,500,224,0.12836307287216187,1.609144926071167
20,500,256,0.16919992864131927,1.7930183410644531
20,500,288,0.21261030435562134,1.9284943342208862
20,500,320,0.15805478394031525,1.7358644008636475
20,500,352,0.18070565164089203,1.7285995483398438
20,500,384,0.17202618718147278,1.7373301982879639
20,500,416,0.15035513043403625,1.6698541641235352
20,500,448,0.12849202752113342,1.6493339538574219
20,500,480,0.1266086995601654,1.6093734502792358
20,500,512,0.15703587234020233,1.7643321752548218
20,1000,32,0.15998601913452148,1.7076282501220703
20,1000,64,0.12065209448337555,1.4466192722320557
20,1000,96,0.1055179163813591,1.4061939716339111
20,1000,128,0.102151058614254,1.3315247297286987
20,1000,160,0.07990173250436783,1.1801012754440308
20,1000,192,0.10359770059585571,1.3157627582550049
20,1000,224,0.0713844746351242,1.2352707386016846
20,1000,256,0.11042526364326477,1.3182835578918457
20,1000,288,0.13798876106739044,1.5448410511016846
20,1000,320,0.0824212059378624,1.2989288568496704
20,1000,352,0.08889075368642807,1.1839423179626465
20,1000,384,0.09521584212779999,1.2428590059280396
20,1000,416,0.10555694997310638,1.3370994329452515
20,1000,448,0.10002337396144867,1.4025535583496094
20,1000,480,0.09656945616006851,1.1919660568237305
20,1000,512,0.10204945504665375,1.3672471046447754
20,2000,32,0.1052255928516388,1.3070604801177979
20,2000,64,0.09019142389297485,1.2528458833694458
20,2000,96,0.08433835208415985,1.2316949367523193
20,2000,128,0.06179433315992355,1.0919160842895508
20,2000,160,0.06950592249631882,1.1121432781219482
20,2000,192,0.07074862718582153,1.1117091178894043
20,2000,224,0.05794773995876312,1.021537184715271
20,2000,256,0.06528079509735107,1.1025465726852417
20,2000,288,0.09400548040866852,1.265763521194458
20,2000,320,0.06629922986030579,1.1758513450622559
20,2000,352,0.07399012893438339,1.120797038078308
20,2000,384,0.0588347390294075,1.0585274696350098
20,2000,416,0.06116665527224541,1.0198355913162231
20,2000,448,0.06065015122294426,1.0772449970245361
20,2000,480,0.056838713586330414,1.0281190872192383
20,2000,512,0.054592300206422806,1.0201613903045654
20,4000,32,0.08598741888999939,1.2090718746185303
20,4000,64,0.06093255430459976,1.0609301328659058
20,4000,96,0.05181840807199478,0.8779925107955933
20,4000,128,0.04854726418852806,0.9552719593048096
20,4000,160,0.048243287950754166,0.9875463843345642
20,4000,192,0.04312559589743614,0.8567292094230652
20,4000,224,0.047847289592027664,0.9490849375724792
20,4000,256,0.06216699257493019,1.0734107494354248
20,4000,288,0.04988420382142067,1.0081787109375
20,4000,320,0.04248416796326637,0.8512841463088989
